Data,Info,Valor,Info1,Info2,Info3,Info4,Info5,Info6,Info7,Info8,Info9,Info10
2018-03-31,imoveis_tipo_casa_mg,"3.899,00",imoveis,tipo,casa,mg,,,,,,
2020-07-31,direcionamento_6816_br,"6.965.117.346,49",direcionamento,6816,br,,,,,,,
2021-05-31,imoveis_tipo_casa_go,"2.017,00",imoveis,tipo,casa,go,,,,,,
2021-02-28,direcionamento_aplicacao_imobiliario_br,"516.245.841.477,32",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-05-31,imoveis_area_total_rs,"78,59",imoveis,area,total,rs,,,,,,
2020-06-30,imoveis_valor_avaliacao_br,"180.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_go,"155,00",imoveis,dormitorio,1,go,,,,,,
2019-01-31,imoveis_garantia_hipoteca_rj,"310,00",imoveis,garantia,hipoteca,rj,,,,,,
2019-01-31,direcionamento_6166_br,"37.172.828.613,74",direcionamento,6166,br,,,,,,,
2021-07-31,imoveis_area_total_ro,"79,70",imoveis,area,total,ro,,,,,,
2015-02-28,direcionamento_6100_br,"335.709.575.301,45",direcionamento,6100,br,,,,,,,
2020-06-30,imoveis_implantacao_isolado_sc,"1.861,00",imoveis,implantacao,isolado,sc,,,,,,
2019-02-28,imoveis_area_privativa_se,"61,63",imoveis,area,privativa,se,,,,,,
2018-03-31,imoveis_tipo_casa_ms,"594,00",imoveis,tipo,casa,ms,,,,,,
2020-07-31,direcionamento_6817_br,"6.577.158.537,39",direcionamento,6817,br,,,,,,,
2021-05-31,imoveis_tipo_casa_ma,"488,00",imoveis,tipo,casa,ma,,,,,,
2021-03-31,direcionamento_aplicacao_imobiliario_br,"523.483.645.575,73",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-05-31,imoveis_area_total_sc,"72,47",imoveis,area,total,sc,,,,,,
2020-07-31,imoveis_valor_avaliacao_br,"183.600,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_ma,"28,00",imoveis,dormitorio,1,ma,,,,,,
2019-01-31,imoveis_garantia_hipoteca_rn,"24,00",imoveis,garantia,hipoteca,rn,,,,,,
2019-01-31,direcionamento_6172_br,"1.462.192.842,79",direcionamento,6172,br,,,,,,,
2021-07-31,imoveis_area_total_rr,"63,00",imoveis,area,total,rr,,,,,,
2015-02-28,direcionamento_6101_br,"40.657.556.768,93",direcionamento,6101,br,,,,,,,
2020-06-30,imoveis_implantacao_isolado_se,"295,00",imoveis,implantacao,isolado,se,,,,,,
2019-02-28,imoveis_area_privativa_sp,"53,73",imoveis,area,privativa,sp,,,,,,
2018-03-31,imoveis_tipo_casa_mt,"603,00",imoveis,tipo,casa,mt,,,,,,
2020-07-31,direcionamento_6818_br,"0,00",direcionamento,6818,br,,,,,,,
2021-05-31,imoveis_tipo_casa_mg,"4.384,00",imoveis,tipo,casa,mg,,,,,,
2021-04-30,direcionamento_aplicacao_imobiliario_br,"532.396.898.824,71",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-05-31,imoveis_area_total_se,"70,33",imoveis,area,total,se,,,,,,
2020-08-31,imoveis_valor_avaliacao_br,"190.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_mg,"502,00",imoveis,dormitorio,1,mg,,,,,,
2019-01-31,imoveis_garantia_hipoteca_ro,"30,00",imoveis,garantia,hipoteca,ro,,,,,,
2019-01-31,direcionamento_6178_br,"31.621.254.917,00",direcionamento,6178,br,,,,,,,
2021-07-31,imoveis_area_total_rs,"82,22",imoveis,area,total,rs,,,,,,
2015-02-28,direcionamento_6102_br,"22.379.916.294,81",direcionamento,6102,br,,,,,,,
2020-06-30,imoveis_implantacao_isolado_sp,"11.189,00",imoveis,implantacao,isolado,sp,,,,,,
2019-02-28,imoveis_area_privativa_to,"75,80",imoveis,area,privativa,to,,,,,,
2018-03-31,imoveis_tipo_casa_pa,"264,00",imoveis,tipo,casa,pa,,,,,,
2020-07-31,direcionamento_6830_br,"6.723.881.022,12",direcionamento,6830,br,,,,,,,
2021-05-31,imoveis_tipo_casa_ms,"429,00",imoveis,tipo,casa,ms,,,,,,
2021-05-31,direcionamento_aplicacao_imobiliario_br,"541.334.245.745,91",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-05-31,imoveis_area_total_sp,"90,03",imoveis,area,total,sp,,,,,,
2020-09-30,imoveis_valor_avaliacao_br,"192.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_ms,"90,00",imoveis,dormitorio,1,ms,,,,,,
2019-01-31,imoveis_garantia_hipoteca_rs,"330,00",imoveis,garantia,hipoteca,rs,,,,,,
2019-01-31,direcionamento_6180_br,"29.265.100,32",direcionamento,6180,br,,,,,,,
2021-07-31,imoveis_area_total_sc,"78,83",imoveis,area,total,sc,,,,,,
2015-02-28,direcionamento_6104_br,"620.691.020,22",direcionamento,6104,br,,,,,,,
2020-06-30,imoveis_implantacao_isolado_to,"146,00",imoveis,implantacao,isolado,to,,,,,,
2019-03-31,imoveis_area_privativa_ac,"79,70",imoveis,area,privativa,ac,,,,,,
2018-03-31,imoveis_tipo_casa_pb,"923,00",imoveis,tipo,casa,pb,,,,,,
2020-07-31,direcionamento_6831_br,"20.479.910,90",direcionamento,6831,br,,,,,,,
2021-05-31,imoveis_tipo_casa_mt,"477,00",imoveis,tipo,casa,mt,,,,,,
2021-06-30,direcionamento_aplicacao_imobiliario_br,"547.929.123.138,45",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-05-31,imoveis_area_total_to,"78,60",imoveis,area,total,to,,,,,,
2020-10-31,imoveis_valor_avaliacao_br,"190.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_mt,"102,00",imoveis,dormitorio,1,mt,,,,,,
2019-01-31,imoveis_garantia_hipoteca_sc,"292,00",imoveis,garantia,hipoteca,sc,,,,,,
2019-01-31,direcionamento_6200_br,"48.346.000.482,88",direcionamento,6200,br,,,,,,,
2021-07-31,imoveis_area_total_se,"70,44",imoveis,area,total,se,,,,,,
2015-02-28,direcionamento_6107_br,"66.691.154,00",direcionamento,6107,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_ac,"22,00",imoveis,implantacao,condominio,ac,,,,,,
2019-03-31,imoveis_area_privativa_al,"63,35",imoveis,area,privativa,al,,,,,,
2018-03-31,imoveis_tipo_casa_pe,"1.188,00",imoveis,tipo,casa,pe,,,,,,
2020-07-31,direcionamento_6838_br,"0,00",direcionamento,6838,br,,,,,,,
2021-05-31,imoveis_tipo_casa_pa,"251,00",imoveis,tipo,casa,pa,,,,,,
2021-07-31,direcionamento_aplicacao_imobiliario_br,"552.200.919.882,37",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-06-30,imoveis_area_total_ac,"136,70",imoveis,area,total,ac,,,,,,
2020-11-30,imoveis_valor_avaliacao_br,"191.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_pa,"25,00",imoveis,dormitorio,1,pa,,,,,,
2019-01-31,imoveis_garantia_hipoteca_se,"16,00",imoveis,garantia,hipoteca,se,,,,,,
2019-01-31,direcionamento_6201_br,"7.100.725.904,58",direcionamento,6201,br,,,,,,,
2021-07-31,imoveis_area_total_sp,"94,93",imoveis,area,total,sp,,,,,,
2015-02-28,direcionamento_6109_br,"1.503.858.642,30",direcionamento,6109,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_al,"335,00",imoveis,implantacao,condominio,al,,,,,,
2019-03-31,imoveis_area_privativa_am,"52,80",imoveis,area,privativa,am,,,,,,
2018-03-31,imoveis_tipo_casa_pi,"114,00",imoveis,tipo,casa,pi,,,,,,
2020-07-31,direcionamento_6866_br,"1.139.346.443,86",direcionamento,6866,br,,,,,,,
2021-05-31,imoveis_tipo_casa_pb,"950,00",imoveis,tipo,casa,pb,,,,,,
2021-08-31,direcionamento_aplicacao_imobiliario_br,"567.938.042.729,82",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-06-30,imoveis_area_total_al,"76,19",imoveis,area,total,al,,,,,,
2020-12-31,imoveis_valor_avaliacao_br,"201.600,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_pb,"47,00",imoveis,dormitorio,1,pb,,,,,,
2019-01-31,imoveis_garantia_hipoteca_sp,"2.298,00",imoveis,garantia,hipoteca,sp,,,,,,
2019-01-31,direcionamento_6202_br,"902.419.920,11",direcionamento,6202,br,,,,,,,
2021-07-31,imoveis_area_total_to,"109,80",imoveis,area,total,to,,,,,,
2015-02-28,direcionamento_6113_br,"34.719.140.166,78",direcionamento,6113,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_am,"478,00",imoveis,implantacao,condominio,am,,,,,,
2019-03-31,imoveis_area_privativa_ap,"73,02",imoveis,area,privativa,ap,,,,,,
2018-03-31,imoveis_tipo_casa_pr,"3.546,00",imoveis,tipo,casa,pr,,,,,,
2020-07-31,direcionamento_6880_br,"314.608.100,11",direcionamento,6880,br,,,,,,,
2021-05-31,imoveis_tipo_casa_pe,"1.037,00",imoveis,tipo,casa,pe,,,,,,
2021-09-30,direcionamento_aplicacao_imobiliario_br,"576.966.907.187,21",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-06-30,imoveis_area_total_am,"112,51",imoveis,area,total,am,,,,,,
2021-01-31,imoveis_valor_avaliacao_br,"215.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_pe,"68,00",imoveis,dormitorio,1,pe,,,,,,
2019-01-31,imoveis_garantia_hipoteca_to,"25,00",imoveis,garantia,hipoteca,to,,,,,,
2019-01-31,direcionamento_6204_br,"2.182.009.169,77",direcionamento,6204,br,,,,,,,
2021-08-31,imoveis_area_total_ac,"118,39",imoveis,area,total,ac,,,,,,
2015-02-28,direcionamento_6117_br,"10.534.918.105,23",direcionamento,6117,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_ap,"32,00",imoveis,implantacao,condominio,ap,,,,,,
2019-03-31,imoveis_area_privativa_ba,"57,32",imoveis,area,privativa,ba,,,,,,
2018-03-31,imoveis_tipo_casa_rj,"2.884,00",imoveis,tipo,casa,rj,,,,,,
2020-08-31,direcionamento_6100_br,"564.664.897.342,90",direcionamento,6100,br,,,,,,,
2021-05-31,imoveis_tipo_casa_pi,"190,00",imoveis,tipo,casa,pi,,,,,,
2021-10-31,direcionamento_aplicacao_imobiliario_br,"582.063.452.800,77",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-06-30,imoveis_area_total_ap,"174,40",imoveis,area,total,ap,,,,,,
2021-02-28,imoveis_valor_avaliacao_br,"211.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_pi,"6,00",imoveis,dormitorio,1,pi,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_ac,"22,00",imoveis,garantia,alienacao,fiduciaria,ac,,,,,
2019-01-31,direcionamento_6206_br,"385.372.931,10",direcionamento,6206,br,,,,,,,
2021-08-31,imoveis_area_total_al,"93,15",imoveis,area,total,al,,,,,,
2015-02-28,direcionamento_6119_br,"39.295.557,20",direcionamento,6119,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_ba,"1.076,00",imoveis,implantacao,condominio,ba,,,,,,
2019-03-31,imoveis_area_privativa_ce,"77,84",imoveis,area,privativa,ce,,,,,,
2018-03-31,imoveis_tipo_casa_rn,"468,00",imoveis,tipo,casa,rn,,,,,,
2020-08-31,direcionamento_6101_br,"10.096.053.525,53",direcionamento,6101,br,,,,,,,
2021-05-31,imoveis_tipo_casa_pr,"4.149,00",imoveis,tipo,casa,pr,,,,,,
2021-11-30,direcionamento_aplicacao_imobiliario_br,"586.900.669.588,73",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-06-30,imoveis_area_total_ba,"76,06",imoveis,area,total,ba,,,,,,
2021-03-31,imoveis_valor_avaliacao_br,"210.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_pr,"570,00",imoveis,dormitorio,1,pr,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_al,"558,00",imoveis,garantia,alienacao,fiduciaria,al,,,,,
2019-01-31,direcionamento_6208_br,"360.030.614,15",direcionamento,6208,br,,,,,,,
2021-08-31,imoveis_area_total_am,"88,47",imoveis,area,total,am,,,,,,
2015-02-28,direcionamento_6123_br,"120.459.742.063,04",direcionamento,6123,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_ce,"874,00",imoveis,implantacao,condominio,ce,,,,,,
2019-03-31,imoveis_area_privativa_df,"60,64",imoveis,area,privativa,df,,,,,,
2018-03-31,imoveis_tipo_casa_ro,"49,00",imoveis,tipo,casa,ro,,,,,,
2020-08-31,direcionamento_6102_br,"11.598.416.501,18",direcionamento,6102,br,,,,,,,
2021-05-31,imoveis_tipo_casa_rj,"3.250,00",imoveis,tipo,casa,rj,,,,,,
2021-12-31,direcionamento_aplicacao_imobiliario_br,"581.968.609.045,22",direcionamento,aplicacao,imobiliario,br,,,,,,
2018-06-30,imoveis_area_total_ce,"86,97",imoveis,area,total,ce,,,,,,
2021-04-30,imoveis_valor_avaliacao_br,"212.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_rj,"469,00",imoveis,dormitorio,1,rj,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_am,"365,00",imoveis,garantia,alienacao,fiduciaria,am,,,,,
2019-01-31,direcionamento_6209_br,"8.120.702.454,40",direcionamento,6209,br,,,,,,,
2021-08-31,imoveis_area_total_ap,"130,04",imoveis,area,total,ap,,,,,,
2015-02-28,direcionamento_6124_br,"714.975.319,26",direcionamento,6124,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_df,"1.108,00",imoveis,implantacao,condominio,df,,,,,,
2019-03-31,imoveis_area_privativa_es,"64,34",imoveis,area,privativa,es,,,,,,
2018-03-31,imoveis_tipo_casa_rr,"8,00",imoveis,tipo,casa,rr,,,,,,
2020-08-31,direcionamento_6104_br,"79.239.853,82",direcionamento,6104,br,,,,,,,
2021-05-31,imoveis_tipo_casa_rn,"384,00",imoveis,tipo,casa,rn,,,,,,
2014-04-30,direcionamento_aplicacao_residencial_br,"364.854.234.580,24",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_df,"93,50",imoveis,area,total,df,,,,,,
2021-05-31,imoveis_valor_avaliacao_br,"210.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_rn,"16,00",imoveis,dormitorio,1,rn,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_ap,"33,00",imoveis,garantia,alienacao,fiduciaria,ap,,,,,
2019-01-31,direcionamento_6210_br,"623.886.634,14",direcionamento,6210,br,,,,,,,
2021-08-31,imoveis_area_total_ba,"81,39",imoveis,area,total,ba,,,,,,
2015-02-28,direcionamento_6139_br,"21.653.374.982,25",direcionamento,6139,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_es,"538,00",imoveis,implantacao,condominio,es,,,,,,
2019-03-31,imoveis_area_privativa_go,"69,93",imoveis,area,privativa,go,,,,,,
2018-03-31,imoveis_tipo_casa_rs,"3.078,00",imoveis,tipo,casa,rs,,,,,,
2020-08-31,direcionamento_6107_br,"103.058.923,11",direcionamento,6107,br,,,,,,,
2021-05-31,imoveis_tipo_casa_ro,"53,00",imoveis,tipo,casa,ro,,,,,,
2014-05-31,direcionamento_aplicacao_residencial_br,"370.924.947.721,75",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_es,"87,23",imoveis,area,total,es,,,,,,
2021-06-30,imoveis_valor_avaliacao_br,"210.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_ro,"17,00",imoveis,dormitorio,1,ro,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_ba,"1.673,00",imoveis,garantia,alienacao,fiduciaria,ba,,,,,
2019-01-31,direcionamento_6214_br,"707.648.962,92",direcionamento,6214,br,,,,,,,
2021-08-31,imoveis_area_total_ce,"85,40",imoveis,area,total,ce,,,,,,
2015-02-28,direcionamento_6143_br,"23.617.374.248,49",direcionamento,6143,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_go,"2.141,00",imoveis,implantacao,condominio,go,,,,,,
2019-03-31,imoveis_area_privativa_ma,"56,15",imoveis,area,privativa,ma,,,,,,
2018-03-31,imoveis_tipo_casa_sc,"1.943,00",imoveis,tipo,casa,sc,,,,,,
2020-08-31,direcionamento_6109_br,"1.052.135.490,61",direcionamento,6109,br,,,,,,,
2021-05-31,imoveis_tipo_casa_rr,"9,00",imoveis,tipo,casa,rr,,,,,,
2014-06-30,direcionamento_aplicacao_residencial_br,"374.931.589.934,82",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_go,"84,21",imoveis,area,total,go,,,,,,
2021-07-31,imoveis_valor_avaliacao_br,"218.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_rr,"12,00",imoveis,dormitorio,1,rr,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_ce,"1.349,00",imoveis,garantia,alienacao,fiduciaria,ce,,,,,
2019-01-31,direcionamento_6215_br,"8.120.511.473,52",direcionamento,6215,br,,,,,,,
2021-08-31,imoveis_area_total_df,"93,74",imoveis,area,total,df,,,,,,
2015-02-28,direcionamento_6166_br,"23.159.406.477,98",direcionamento,6166,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_ma,"407,00",imoveis,implantacao,condominio,ma,,,,,,
2019-03-31,imoveis_area_privativa_mg,"57,27",imoveis,area,privativa,mg,,,,,,
2018-03-31,imoveis_tipo_casa_se,"475,00",imoveis,tipo,casa,se,,,,,,
2020-08-31,direcionamento_6113_br,"42.829.057.774,45",direcionamento,6113,br,,,,,,,
2021-05-31,imoveis_tipo_casa_rs,"2.755,00",imoveis,tipo,casa,rs,,,,,,
2014-07-31,direcionamento_aplicacao_residencial_br,"380.297.637.218,21",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_ma,"68,86",imoveis,area,total,ma,,,,,,
2021-08-31,imoveis_valor_avaliacao_br,"223.300,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_rs,"549,00",imoveis,dormitorio,1,rs,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_df,"744,00",imoveis,garantia,alienacao,fiduciaria,df,,,,,
2019-01-31,direcionamento_6216_br,"261.095.701.533,89",direcionamento,6216,br,,,,,,,
2021-08-31,imoveis_area_total_es,"102,51",imoveis,area,total,es,,,,,,
2015-02-28,direcionamento_6172_br,"2.034.284.328,90",direcionamento,6172,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_mg,"3.831,00",imoveis,implantacao,condominio,mg,,,,,,
2019-03-31,imoveis_area_privativa_ms,"60,06",imoveis,area,privativa,ms,,,,,,
2018-03-31,imoveis_tipo_casa_sp,"14.231,00",imoveis,tipo,casa,sp,,,,,,
2020-08-31,direcionamento_6117_br,"15.482.183.371,32",direcionamento,6117,br,,,,,,,
2021-05-31,imoveis_tipo_casa_sc,"2.367,00",imoveis,tipo,casa,sc,,,,,,
2014-08-31,direcionamento_aplicacao_residencial_br,"385.046.691.375,91",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_mg,"72,62",imoveis,area,total,mg,,,,,,
2021-09-30,imoveis_valor_avaliacao_br,"210.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_sc,"288,00",imoveis,dormitorio,1,sc,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_es,"699,00",imoveis,garantia,alienacao,fiduciaria,es,,,,,
2019-01-31,direcionamento_6217_br,"278.713.390,84",direcionamento,6217,br,,,,,,,
2021-08-31,imoveis_area_total_go,"91,20",imoveis,area,total,go,,,,,,
2015-02-28,direcionamento_6716_br,"249.447,21",direcionamento,6716,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_ms,"455,00",imoveis,implantacao,condominio,ms,,,,,,
2019-03-31,imoveis_area_privativa_mt,"63,74",imoveis,area,privativa,mt,,,,,,
2018-03-31,imoveis_tipo_casa_to,"140,00",imoveis,tipo,casa,to,,,,,,
2020-08-31,direcionamento_6119_br,"15.214.943,35",direcionamento,6119,br,,,,,,,
2021-05-31,imoveis_tipo_casa_se,"283,00",imoveis,tipo,casa,se,,,,,,
2014-09-30,direcionamento_aplicacao_residencial_br,"391.793.864.058,39",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_ms,"61,56",imoveis,area,total,ms,,,,,,
2021-10-31,imoveis_valor_avaliacao_br,"192.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_se,"9,00",imoveis,dormitorio,1,se,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_go,"3.029,00",imoveis,garantia,alienacao,fiduciaria,go,,,,,
2019-01-31,direcionamento_6218_br,"0,00",direcionamento,6218,br,,,,,,,
2021-08-31,imoveis_area_total_ma,"82,29",imoveis,area,total,ma,,,,,,
2015-02-28,direcionamento_6719_br,"820.332.025,97",direcionamento,6719,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_mt,"645,00",imoveis,implantacao,condominio,mt,,,,,,
2019-03-31,imoveis_area_privativa_pa,"67,00",imoveis,area,privativa,pa,,,,,,
2018-04-30,imoveis_tipo_apartamento_ac,"15,00",imoveis,tipo,apartamento,ac,,,,,,
2020-08-31,direcionamento_6122_br,"0,00",direcionamento,6122,br,,,,,,,
2021-05-31,imoveis_tipo_casa_sp,"18.656,00",imoveis,tipo,casa,sp,,,,,,
2014-10-31,direcionamento_aplicacao_residencial_br,"396.752.306.472,27",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_mt,"64,21",imoveis,area,total,mt,,,,,,
2021-11-30,imoveis_valor_avaliacao_br,"188.000,00",imoveis,valor,avaliacao,br,,,,,,
2020-05-31,imoveis_dormitorio_1_sp,"3.600,00",imoveis,dormitorio,1,sp,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_ma,"768,00",imoveis,garantia,alienacao,fiduciaria,ma,,,,,
2019-01-31,direcionamento_6266_br,"4.243.346.001,73",direcionamento,6266,br,,,,,,,
2021-08-31,imoveis_area_total_mg,"93,59",imoveis,area,total,mg,,,,,,
2015-02-28,direcionamento_6720_br,"39.537.214.578,51",direcionamento,6720,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_pa,"380,00",imoveis,implantacao,condominio,pa,,,,,,
2019-03-31,imoveis_area_privativa_pb,"55,11",imoveis,area,privativa,pb,,,,,,
2018-04-30,imoveis_tipo_apartamento_al,"148,00",imoveis,tipo,apartamento,al,,,,,,
2020-08-31,direcionamento_6123_br,"22.857.470.877,04",direcionamento,6123,br,,,,,,,
2021-05-31,imoveis_tipo_casa_to,"87,00",imoveis,tipo,casa,to,,,,,,
2014-11-30,direcionamento_aplicacao_residencial_br,"398.121.956.121,33",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_pa,"88,46",imoveis,area,total,pa,,,,,,
2018-01-31,imoveis_valor_compra_br,"160.000,00",imoveis,valor,compra,br,,,,,,
2020-05-31,imoveis_dormitorio_1_to,"12,00",imoveis,dormitorio,1,to,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_mg,"6.747,00",imoveis,garantia,alienacao,fiduciaria,mg,,,,,
2019-01-31,direcionamento_6280_br,"235.292.674,16",direcionamento,6280,br,,,,,,,
2021-08-31,imoveis_area_total_ms,"77,89",imoveis,area,total,ms,,,,,,
2015-02-28,direcionamento_6722_br,"230.745.640,01",direcionamento,6722,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_pb,"884,00",imoveis,implantacao,condominio,pb,,,,,,
2019-03-31,imoveis_area_privativa_pe,"52,64",imoveis,area,privativa,pe,,,,,,
2018-04-30,imoveis_tipo_apartamento_am,"51,00",imoveis,tipo,apartamento,am,,,,,,
2020-08-31,direcionamento_6124_br,"0,00",direcionamento,6124,br,,,,,,,
2021-06-30,imoveis_tipo_apartamento_ac,"23,00",imoveis,tipo,apartamento,ac,,,,,,
2014-12-31,direcionamento_aplicacao_residencial_br,"401.430.391.242,07",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_pb,"75,11",imoveis,area,total,pb,,,,,,
2018-02-28,imoveis_valor_compra_br,"160.000,00",imoveis,valor,compra,br,,,,,,
2020-05-31,imoveis_dormitorio_2_ac,"16,00",imoveis,dormitorio,2,ac,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_ms,"897,00",imoveis,garantia,alienacao,fiduciaria,ms,,,,,
2019-01-31,direcionamento_6707_br,"0,00",direcionamento,6707,br,,,,,,,
2021-08-31,imoveis_area_total_mt,"86,35",imoveis,area,total,mt,,,,,,
2015-03-31,direcionamento_6100_br,"341.747.556.548,33",direcionamento,6100,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_pe,"866,00",imoveis,implantacao,condominio,pe,,,,,,
2019-03-31,imoveis_area_privativa_pi,"60,86",imoveis,area,privativa,pi,,,,,,
2018-04-30,imoveis_tipo_apartamento_ap,"18,00",imoveis,tipo,apartamento,ap,,,,,,
2020-08-31,direcionamento_6139_br,"1.980.309.078,51",direcionamento,6139,br,,,,,,,
2021-06-30,imoveis_tipo_apartamento_al,"168,00",imoveis,tipo,apartamento,al,,,,,,
2015-01-31,direcionamento_aplicacao_residencial_br,"401.811.785.833,48",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_pe,"67,25",imoveis,area,total,pe,,,,,,
2018-03-31,imoveis_valor_compra_br,"158.000,00",imoveis,valor,compra,br,,,,,,
2020-05-31,imoveis_dormitorio_2_al,"240,00",imoveis,dormitorio,2,al,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_mt,"913,00",imoveis,garantia,alienacao,fiduciaria,mt,,,,,
2019-01-31,direcionamento_6716_br,"0,00",direcionamento,6716,br,,,,,,,
2021-08-31,imoveis_area_total_pa,"98,17",imoveis,area,total,pa,,,,,,
2015-03-31,direcionamento_6101_br,"40.588.331.554,25",direcionamento,6101,br,,,,,,,
2020-07-31,imoveis_implantacao_condominio_pi,"140,00",imoveis,implantacao,condominio,pi,,,,,,
2019-03-31,imoveis_area_privativa_pr,"55,00",imoveis,area,privativa,pr,,,,,,
2018-04-30,imoveis_tipo_apartamento_ba,"406,00",imoveis,tipo,apartamento,ba,,,,,,
2020-08-31,direcionamento_6143_br,"11.982.058.395,12",direcionamento,6143,br,,,,,,,
2021-06-30,imoveis_tipo_apartamento_am,"41,00",imoveis,tipo,apartamento,am,,,,,,
2015-02-28,direcionamento_aplicacao_residencial_br,"396.951.316.304,76",direcionamento,aplicacao,residencial,br,,,,,,
2018-06-30,imoveis_area_total_pi,"68,47",imoveis,area,total,pi,,,,,,
2018-04-30,imoveis_valor_compra_br,"160.000,00",imoveis,valor,compra,br,,,,,,
2020-05-31,imoveis_dormitorio_2_am,"281,00",imoveis,dormitorio,2,am,,,,,,
2019-02-28,imoveis_garantia_alienacao_fiduciaria_pa,"550,00",imoveis,garantia,alienacao,fiduciaria,pa,,,,,
2019-01-31,direcionamento_6719_br,"809.410.213,51",direcionamento,6719,br,,,,,,,
2021-08-31,imoveis_area_total_pb,"76,52",imoveis,area,total,pb,,,,,,
2015-03-31,direcionamento_6102_br,"21.851.999.814,89",direcionamento,6102,br,,,,,,,
